Score,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot,ID
60,Bachelors,2017,Bangalore,3,0,0,No,2,0,1739
100,Masters,2013,New Delhi,3,0,0,No,2,0,1788
110,Bachelors,2014,New Delhi,3,1,1,No,5,0,3814
100,Bachelors,2013,Pune,3,0,1,No,1,0,3478
55,Bachelors,2012,Pune,3,0,0,No,2,1,4000
15,Masters,2017,Bangalore,3,1,1,No,4,1,3465
110,PHD,2013,Bangalore,3,0,1,No,4,0,67
100,Masters,2015,Pune,2,0,0,No,1,0,4527
55,Bachelors,2014,Pune,2,0,0,No,3,1,3836
60,Bachelors,2017,Bangalore,1,0,0,No,4,0,680
110,PHD,2015,Pune,2,0,0,No,0,0,4474
110,Bachelors,2012,New Delhi,3,0,0,No,5,0,827
50,Bachelors,2017,Pune,3,0,1,Yes,1,0,3622
55,Bachelors,2014,Pune,1,0,0,No,4,1,2868
55,Bachelors,2015,New Delhi,2,0,0,No,3,1,1123
110,Bachelors,2014,Bangalore,3,0,1,No,5,0,4354
110,Bachelors,2013,Bangalore,2,0,1,No,5,0,190
90,Bachelors,2012,Bangalore,3,0,0,No,0,0,2625
100,Bachelors,2014,Pune,3,0,1,No,4,0,3951
55,Bachelors,2014,Pune,2,0,0,No,4,1,204
-5,Bachelors,2018,Bangalore,3,0,0,Yes,4,1,2010
100,Masters,2016,Pune,3,0,1,No,2,0,2198
90,Bachelors,2014,Bangalore,3,0,1,No,1,0,3616
110,Bachelors,2013,Bangalore,3,0,1,Yes,5,0,2902
90,Bachelors,2012,Bangalore,3,0,0,No,4,0,4457
70,Bachelors,2017,New Delhi,3,0,1,No,4,0,2282
70,Bachelors,2017,New Delhi,3,0,0,No,2,0,143
60,Bachelors,2017,Bangalore,3,0,1,No,3,0,660
70,Masters,2017,New Delhi,2,0,1,No,4,0,3745
90,Bachelors,2014,Bangalore,1,0,0,No,1,0,77
60,Masters,2017,Bangalore,2,1,1,No,4,0,3140
70,Bachelors,2017,New Delhi,3,1,0,No,4,0,3939
110,Bachelors,2014,Bangalore,3,0,1,No,5,0,401
100,Masters,2015,Pune,2,0,0,No,1,0,2886
110,Bachelors,2016,Pune,2,0,0,No,5,1,4341
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,1394
100,Bachelors,2014,Pune,3,0,1,No,3,0,3612
100,Bachelors,2013,Pune,3,0,1,No,2,0,230
55,Bachelors,2013,New Delhi,1,0,0,No,3,1,1765
110,Bachelors,2017,Bangalore,3,0,1,No,5,0,441
110,Masters,2015,New Delhi,3,0,1,No,5,0,2322
90,Bachelors,2012,Bangalore,3,0,1,No,4,0,1864
55,Bachelors,2015,Pune,2,0,0,No,2,1,3101
110,Masters,2014,New Delhi,3,0,1,No,5,0,2243
25,Bachelors,2018,Pune,2,0,0,No,2,1,3278
100,Bachelors,2016,Pune,3,0,1,No,1,0,4189
100,Bachelors,2014,Pune,3,0,1,No,2,0,2011
90,Bachelors,2014,Bangalore,3,0,1,No,4,0,3932
110,Bachelors,2012,Bangalore,3,0,1,No,5,0,1391
90,Bachelors,2014,Bangalore,3,0,0,No,4,0,2035
55,Bachelors,2013,Pune,2,0,0,No,3,1,4539
90,Bachelors,2012,Bangalore,3,0,1,No,4,0,1542
90,Bachelors,2015,Bangalore,3,0,0,No,2,0,3948
100,Bachelors,2013,Pune,3,0,1,No,2,0,3420
110,Bachelors,2015,Bangalore,3,0,1,No,5,0,62
5,Masters,2017,New Delhi,3,0,1,Yes,4,1,400
45,Bachelors,2016,Bangalore,3,0,1,No,4,1,1652
110,PHD,2015,Pune,3,0,1,No,2,0,3406
55,Bachelors,2013,Pune,2,0,0,No,2,1,1582
45,Bachelors,2012,Bangalore,3,0,0,No,1,1,1964
25,Bachelors,2017,Pune,3,0,0,No,3,1,1389
110,PHD,2013,Bangalore,3,0,1,No,4,0,4366
40,Bachelors,2017,Bangalore,3,0,1,Yes,0,0,3848
70,Masters,2017,Pune,2,0,1,No,2,0,486
100,Bachelors,2015,Pune,3,0,1,No,3,0,3582
70,Bachelors,2017,New Delhi,2,0,0,No,0,0,1437
15,Masters,2018,Bangalore,3,0,1,No,3,1,3079
50,Masters,2017,Pune,2,0,1,Yes,2,0,4493
90,Bachelors,2015,Bangalore,3,0,1,No,1,0,4337
35,Masters,2013,Pune,3,0,0,Yes,0,1,4081
90,Bachelors,2014,Bangalore,3,0,1,No,2,0,4567
110,Bachelors,2015,Pune,3,0,1,No,5,0,2793
90,Bachelors,2012,Bangalore,3,0,1,No,2,0,167
110,Masters,2012,Bangalore,3,1,0,No,5,0,3273
55,Masters,2012,New Delhi,3,0,0,No,4,1,1345
110,Bachelors,2014,Pune,2,0,0,No,5,1,1824
90,Bachelors,2016,Bangalore,3,0,1,No,2,0,2069
110,Bachelors,2014,Bangalore,3,0,1,No,5,0,3562
90,Bachelors,2014,Bangalore,3,0,1,No,1,0,4479
90,Bachelors,2012,Bangalore,3,0,1,No,4,0,4208
110,Bachelors,2015,Bangalore,3,0,1,Yes,5,0,702
90,Bachelors,2012,Bangalore,3,0,1,No,3,0,1305
90,Bachelors,2015,Bangalore,1,1,1,No,1,0,3874
15,Bachelors,2017,Bangalore,2,0,0,No,2,1,3495
100,Bachelors,2014,Pune,3,0,1,No,2,0,1124
90,Bachelors,2014,Bangalore,3,0,1,No,3,0,147
15,Masters,2018,Bangalore,3,1,1,No,2,1,3783
45,Bachelors,2014,Bangalore,3,0,0,No,1,1,559
100,Bachelors,2015,Pune,3,0,1,No,2,0,389
70,Bachelors,2017,New Delhi,3,1,1,No,2,0,3528
110,Bachelors,2013,Bangalore,2,0,0,No,5,1,2693
70,Bachelors,2017,New Delhi,3,0,0,No,4,0,1755
100,Masters,2015,New Delhi,3,0,0,No,2,0,459
55,Bachelors,2013,Pune,2,0,0,No,2,1,1256
110,Bachelors,2012,New Delhi,3,0,0,No,5,0,294
90,Bachelors,2013,Bangalore,3,0,1,No,1,0,3919
110,Masters,2012,New Delhi,3,0,0,No,5,0,1971
25,Bachelors,2017,Pune,2,0,0,No,2,1,1658
55,Masters,2016,New Delhi,3,0,1,No,2,1,735
90,Bachelors,2015,Bangalore,3,0,0,No,4,0,835
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,265
100,Bachelors,2016,Pune,3,0,1,No,3,0,3755
60,Bachelors,2017,Bangalore,3,0,0,No,1,0,2408
90,Bachelors,2014,Bangalore,3,0,0,No,2,0,1607
25,Masters,2017,New Delhi,3,0,1,No,1,1,4488
90,Bachelors,2012,Bangalore,1,0,0,No,2,0,2274
25,Bachelors,2018,Pune,3,0,0,No,4,1,1223
100,Masters,2015,Pune,2,0,0,No,2,0,2122
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,1895
100,Bachelors,2016,Pune,3,0,1,No,2,0,2364
110,Bachelors,2012,Bangalore,3,0,1,No,7,1,3979
70,Bachelors,2017,New Delhi,3,0,0,No,4,0,1101
15,Bachelors,2018,Bangalore,3,0,1,No,1,1,3294
90,Bachelors,2013,Bangalore,3,0,1,No,1,0,2799
90,Bachelors,2013,Bangalore,3,0,1,No,1,0,127
100,Bachelors,2016,New Delhi,3,0,0,No,4,0,2913
45,Bachelors,2012,Bangalore,3,0,1,No,1,1,2047
110,Bachelors,2015,Pune,3,0,0,No,5,0,2448
90,Bachelors,2016,Bangalore,3,0,1,No,2,0,4575
110,Bachelors,2013,Pune,3,0,1,Yes,5,0,3422
110,Bachelors,2015,Bangalore,3,0,1,No,5,0,999
100,Bachelors,2012,Pune,3,0,1,No,2,0,1188
110,Bachelors,2014,New Delhi,3,0,0,No,5,0,3269
55,Bachelors,2012,New Delhi,2,0,0,No,0,1,3287
45,Bachelors,2016,Bangalore,3,0,1,No,1,1,2449
90,Bachelors,2012,Bangalore,3,0,1,No,2,0,2123
55,Bachelors,2015,Pune,2,0,0,No,0,1,2899
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,65
25,Masters,2017,New Delhi,2,0,0,No,2,1,3599
70,Bachelors,2017,New Delhi,3,0,1,No,4,0,558
55,Bachelors,2014,Pune,2,1,0,No,0,1,4464
55,Bachelors,2015,Pune,3,0,0,No,4,1,1473
90,Bachelors,2014,Bangalore,3,0,1,No,3,0,3533
90,Bachelors,2013,Bangalore,3,0,0,No,1,0,3484
55,Bachelors,2012,Pune,2,1,0,No,1,1,3219
25,Masters,2018,Pune,3,0,1,No,4,1,2716
55,Bachelors,2013,Pune,3,1,0,No,1,1,4296
90,Bachelors,2013,Bangalore,3,0,0,No,4,0,3463
45,Bachelors,2014,Bangalore,3,0,0,No,2,1,3036
25,Bachelors,2017,Pune,2,0,0,No,2,1,3455
70,Bachelors,2017,Pune,3,0,1,No,3,0,4014
100,Bachelors,2014,New Delhi,3,0,0,No,3,0,2676
45,Bachelors,2014,Bangalore,3,0,1,No,3,1,533
90,Bachelors,2015,Bangalore,3,1,1,No,4,0,3921
5,Bachelors,2018,Pune,3,0,1,Yes,3,1,2545
55,Bachelors,2014,Pune,1,0,0,No,3,1,1786
90,Bachelors,2015,Bangalore,3,0,1,No,1,0,2617
110,PHD,2013,Bangalore,3,0,1,No,4,0,1398
110,Bachelors,2018,Bangalore,3,0,1,No,5,1,3991
70,Bachelors,2017,Pune,3,1,1,No,3,0,3642
55,Bachelors,2014,New Delhi,3,0,0,No,2,1,4187
60,Bachelors,2017,Bangalore,3,0,1,No,3,0,1903
100,Bachelors,2015,Pune,3,0,1,No,1,0,3119
35,Bachelors,2013,Pune,3,0,0,Yes,3,1,4054
110,PHD,2015,New Delhi,2,0,0,No,5,0,4217
100,Bachelors,2014,New Delhi,3,0,1,No,2,0,1267
55,Bachelors,2014,Pune,3,0,0,No,3,1,318
90,Bachelors,2014,Bangalore,3,0,1,No,2,0,1144
110,Bachelors,2017,New Delhi,2,0,0,No,5,0,93
100,Bachelors,2013,Pune,3,0,1,No,4,0,2461
100,Bachelors,2013,Pune,3,0,1,No,4,0,1827
90,Bachelors,2016,Bangalore,3,1,1,No,4,0,3356
25,Masters,2018,New Delhi,3,0,1,No,4,1,646
110,Bachelors,2017,Bangalore,3,0,1,No,5,0,1228
110,Masters,2014,Bangalore,3,0,0,No,5,1,777
45,Bachelors,2014,Bangalore,3,0,1,No,4,1,2720
25,Masters,2018,New Delhi,3,0,0,No,1,1,4061
90,Bachelors,2016,Bangalore,3,0,1,No,2,0,880
100,Bachelors,2013,Pune,3,0,1,No,1,0,3798
90,Bachelors,2015,Bangalore,3,0,0,No,3,0,1896
15,Bachelors,2018,Bangalore,2,0,0,No,4,1,3993
40,Bachelors,2017,Bangalore,3,0,1,Yes,3,0,1653
70,Masters,2017,New Delhi,3,1,0,No,1,0,4606
90,Bachelors,2016,Bangalore,3,0,1,No,1,0,4311
110,Bachelors,2014,Bangalore,3,0,1,No,5,0,253
90,Bachelors,2014,Bangalore,3,0,1,No,2,0,1452
100,Masters,2013,New Delhi,3,0,1,No,1,0,1829
100,Masters,2012,New Delhi,3,0,1,No,2,0,2840
90,Bachelors,2012,Bangalore,3,0,1,No,4,0,1705
110,PHD,2013,New Delhi,3,0,0,No,5,1,1500
100,Bachelors,2015,New Delhi,3,0,0,No,2,0,4003
90,Bachelors,2015,Bangalore,3,0,1,No,2,0,1946
100,Bachelors,2015,Pune,3,0,1,No,0,0,4274
90,Bachelors,2013,Bangalore,3,1,1,No,4,0,3398
15,Bachelors,2018,Bangalore,3,0,1,No,4,1,1238
110,Bachelors,2018,Bangalore,3,0,0,No,5,1,215
110,Bachelors,2018,Bangalore,3,0,1,No,5,1,1410
110,Bachelors,2015,Pune,2,0,0,No,5,1,3729
70,Bachelors,2017,New Delhi,2,0,0,No,4,0,1158
100,Bachelors,2013,New Delhi,3,0,0,No,1,0,3038
100,Bachelors,2012,Pune,3,0,1,No,2,0,138
110,Bachelors,2016,Bangalore,3,0,0,No,5,0,1166
25,Bachelors,2017,Pune,2,0,0,No,2,1,4500
100,Bachelors,2015,Pune,3,0,1,No,1,0,2463
110,Bachelors,2017,Pune,2,0,0,No,5,1,3236
60,Bachelors,2017,Bangalore,3,0,1,No,4,0,697
90,Bachelors,2014,Bangalore,3,0,0,No,4,0,3850
90,Bachelors,2014,Bangalore,3,0,1,No,4,0,3545
15,Bachelors,2018,Bangalore,3,0,1,No,3,1,1710
110,Bachelors,2014,Pune,3,0,1,No,5,0,846
100,Bachelors,2013,Pune,3,0,1,No,4,0,59
110,PHD,2016,New Delhi,3,0,0,No,2,0,1384
90,Bachelors,2013,Bangalore,1,0,0,No,2,0,776
90,Bachelors,2012,Bangalore,3,0,1,No,0,0,21
110,Bachelors,2013,Bangalore,3,0,1,No,5,0,1397
110,Bachelors,2012,New Delhi,1,0,0,No,5,0,1142
35,Masters,2013,New Delhi,3,0,0,Yes,2,1,1587
70,Bachelors,2017,New Delhi,3,0,0,No,2,0,571
80,Bachelors,2013,Pune,3,0,1,Yes,2,0,2505
110,Bachelors,2014,Bangalore,3,0,0,No,5,0,174
55,Bachelors,2015,Pune,2,0,0,No,4,1,1129
90,Bachelors,2016,Bangalore,3,0,0,No,1,0,3590
90,Bachelors,2015,Bangalore,3,0,1,No,2,0,406
100,Bachelors,2015,New Delhi,3,0,0,No,3,0,1554
25,Bachelors,2017,Pune,2,0,1,No,2,1,851
110,Bachelors,2012,Bangalore,3,0,1,No,5,1,2809
35,Bachelors,2015,Pune,2,0,0,Yes,1,1,104
110,Bachelors,2012,Bangalore,3,0,0,No,5,0,1229
90,Bachelors,2012,Bangalore,3,0,1,No,4,0,1304
110,Bachelors,2014,Bangalore,3,0,1,No,5,1,2932
90,Bachelors,2016,Bangalore,3,0,1,No,0,0,4458
90,Bachelors,2015,Bangalore,3,0,1,No,1,0,3370
90,Bachelors,2012,Bangalore,3,0,0,No,4,0,3669
90,Bachelors,2013,Bangalore,3,0,1,No,0,0,4600
110,PHD,2017,New Delhi,3,0,1,No,2,0,1953
60,Bachelors,2017,Bangalore,3,0,1,No,2,0,1460
100,Bachelors,2014,New Delhi,3,0,0,No,4,0,943
70,Masters,2017,New Delhi,2,0,1,No,2,0,2904
90,Bachelors,2013,Bangalore,3,0,0,No,1,0,4426
55,Bachelors,2015,New Delhi,2,0,0,No,3,1,3556
110,Bachelors,2017,Bangalore,2,0,0,No,5,1,3429
110,PHD,2014,New Delhi,3,0,1,No,1,0,4608
90,Bachelors,2016,Bangalore,3,0,1,No,2,0,1883
110,Bachelors,2017,Pune,3,0,1,No,5,0,4487
70,Masters,2017,Pune,2,0,1,No,4,0,866
100,Bachelors,2013,New Delhi,3,0,1,No,2,0,3156
90,Bachelors,2012,Bangalore,3,0,1,No,2,0,2933
110,Bachelors,2017,Bangalore,3,0,1,No,5,0,809
90,Bachelors,2015,Bangalore,3,0,1,No,3,0,3519
90,Bachelors,2014,Bangalore,3,0,0,No,3,0,125
90,Bachelors,2014,Bangalore,3,0,1,No,2,0,1109
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,4237
45,Bachelors,2012,Bangalore,3,0,1,No,3,1,210
90,Bachelors,2012,Bangalore,3,0,1,No,1,0,3213
90,Bachelors,2014,Bangalore,3,1,0,No,4,0,3780
25,Bachelors,2017,Pune,3,0,0,No,0,1,3315
100,Masters,2015,Pune,2,0,0,No,2,0,522
110,Bachelors,2018,Pune,3,0,1,No,5,1,3363
70,Bachelors,2012,Bangalore,3,1,1,Yes,0,0,3475
100,Bachelors,2012,New Delhi,3,0,0,No,0,0,4025
100,Bachelors,2015,Pune,3,0,1,No,4,0,3203
110,PHD,2013,New Delhi,3,0,0,No,2,0,2615
100,Bachelors,2014,Pune,3,0,1,No,3,0,964
100,Masters,2015,Pune,2,0,0,No,3,0,606
15,Bachelors,2018,Bangalore,3,0,1,No,3,1,1859
90,Bachelors,2015,Bangalore,3,0,0,No,2,0,3935
25,Bachelors,2017,New Delhi,1,0,0,No,1,1,3190
55,Bachelors,2012,Pune,2,0,0,No,2,1,153
110,Bachelors,2015,Pune,3,0,0,Yes,5,1,1721
55,Bachelors,2015,Pune,2,0,0,No,4,1,946
110,Bachelors,2013,Bangalore,3,0,1,No,5,1,113
110,Bachelors,2014,Bangalore,3,0,1,No,5,1,2164
110,Bachelors,2016,Pune,2,0,0,No,5,1,1261
70,Bachelors,2017,New Delhi,3,0,0,No,4,0,2613
5,Masters,2018,New Delhi,3,0,0,Yes,2,1,3557
90,Bachelors,2013,Bangalore,3,0,0,No,4,0,2865
90,Bachelors,2015,Bangalore,3,0,1,No,4,0,960
110,Bachelors,2013,Bangalore,3,0,1,No,5,0,1885
45,Bachelors,2016,Bangalore,1,0,0,No,0,1,4642
55,Masters,2013,Pune,1,0,1,No,2,1,130
45,Bachelors,2014,Bangalore,1,0,1,No,2,1,2318
60,Bachelors,2017,Bangalore,3,0,0,No,2,0,1525
60,Bachelors,2017,Bangalore,3,0,1,No,3,0,3638
45,Bachelors,2013,Bangalore,3,0,1,No,2,1,1781
100,Bachelors,2013,Pune,3,0,0,No,2,0,1153
110,Bachelors,2013,Bangalore,3,0,1,No,5,0,3575
5,Masters,2018,New Delhi,1,0,1,Yes,2,1,468
55,Masters,2014,New Delhi,3,0,1,No,4,1,431
110,Bachelors,2017,New Delhi,3,0,0,Yes,5,0,699
25,Bachelors,2017,Pune,2,0,0,No,1,1,4509
110,Bachelors,2015,Pune,2,0,0,Yes,5,1,2134
70,Bachelors,2017,New Delhi,3,0,0,No,3,0,2721
100,Masters,2014,New Delhi,3,0,1,No,0,0,2884
110,Bachelors,2012,Bangalore,3,0,1,No,5,0,3675
110,Bachelors,2012,Bangalore,3,0,0,No,5,1,3080
55,Bachelors,2013,Pune,2,0,0,No,1,1,2092
110,Bachelors,2015,Bangalore,3,0,0,Yes,5,1,1488
100,Bachelors,2016,Pune,3,0,1,No,4,0,334
15,Bachelors,2018,Bangalore,3,0,1,No,2,1,1114
55,Bachelors,2014,New Delhi,2,0,0,No,3,1,4476
55,Bachelors,2015,Pune,3,0,0,No,3,1,653
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,4184
70,Masters,2017,New Delhi,2,0,0,No,2,0,1716
110,PHD,2014,New Delhi,3,0,1,No,3,0,1901
15,Bachelors,2018,Bangalore,3,0,1,No,4,1,2338
90,Bachelors,2015,Bangalore,3,0,1,No,4,0,2806
90,Bachelors,2015,Bangalore,3,0,1,No,3,0,1338
110,Bachelors,2013,Pune,3,0,1,Yes,5,0,3435
35,Masters,2014,New Delhi,3,0,1,Yes,4,1,2984
90,Bachelors,2016,Bangalore,3,0,1,No,3,0,3367
110,Masters,2014,New Delhi,3,0,1,No,5,0,3454
110,PHD,2013,Bangalore,3,0,1,No,4,0,4088
55,Bachelors,2015,Pune,2,1,0,No,3,1,3237
70,Masters,2017,New Delhi,2,0,1,No,1,0,3196
60,Bachelors,2017,Bangalore,3,0,0,No,1,0,4075
70,Bachelors,2017,Pune,2,0,1,No,3,0,4465
70,Bachelors,2017,New Delhi,2,0,1,No,4,0,2398
110,Bachelors,2012,Bangalore,3,0,1,No,5,0,1802
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,799
45,Bachelors,2014,Bangalore,3,0,1,No,0,1,3355
110,Bachelors,2013,Bangalore,3,0,0,No,5,0,2648
90,Bachelors,2014,Bangalore,3,0,1,No,0,0,4483
25,Masters,2017,New Delhi,3,0,1,No,3,1,1306
90,Bachelors,2014,Bangalore,3,0,0,No,1,0,2446
45,Bachelors,2014,Bangalore,3,0,1,No,4,1,882
55,Bachelors,2016,Pune,1,0,0,No,4,1,350
90,Bachelors,2015,Bangalore,3,0,1,No,4,0,1270
40,Bachelors,2017,Bangalore,1,0,1,Yes,0,0,4068
25,Bachelors,2017,New Delhi,2,0,0,No,4,1,1923
110,Bachelors,2015,Bangalore,3,0,1,No,5,0,3699
110,Masters,2014,New Delhi,3,1,1,No,5,0,3774
110,Bachelors,2016,Bangalore,3,0,0,No,5,0,1453
90,Bachelors,2014,Bangalore,3,0,1,No,3,0,1043
25,Bachelors,2017,Pune,2,0,0,No,4,1,578
100,Bachelors,2012,New Delhi,3,0,0,No,2,0,3354
45,Bachelors,2013,Bangalore,3,0,0,No,1,1,2344
90,Bachelors,2012,Bangalore,3,0,1,No,0,0,3750
110,Masters,2013,New Delhi,2,0,0,No,5,1,2547
35,Bachelors,2015,Pune,2,0,0,Yes,3,1,1035
110,PHD,2014,Bangalore,3,0,1,No,1,0,3192
45,Bachelors,2015,Bangalore,3,0,1,No,1,1,3920
25,Masters,2018,Pune,3,0,1,No,3,1,565
90,Bachelors,2013,Bangalore,3,0,0,No,3,0,2926
110,Masters,2017,New Delhi,2,0,1,No,5,1,2395
90,Bachelors,2014,Bangalore,3,0,1,No,4,0,154
100,Bachelors,2014,Pune,3,0,1,No,4,0,1348
110,PHD,2012,New Delhi,3,0,0,No,1,0,1344
110,Masters,2014,Pune,3,0,1,No,5,0,2354
100,Bachelors,2016,New Delhi,3,0,0,No,0,0,2974
70,Masters,2017,New Delhi,2,0,0,No,2,0,2577
60,Bachelors,2017,Bangalore,3,0,1,No,0,0,1
110,Bachelors,2016,Bangalore,3,0,1,No,5,0,2101
70,Bachelors,2017,New Delhi,3,0,1,No,3,0,781
100,Masters,2013,New Delhi,3,0,1,No,3,0,274
70,Bachelors,2013,Bangalore,3,0,1,Yes,2,0,1507
15,Bachelors,2017,Bangalore,3,0,1,No,2,1,4264
45,Bachelors,2015,Bangalore,3,0,1,No,3,1,4371
110,PHD,2013,New Delhi,3,0,1,No,1,0,4315
90,Bachelors,2014,Bangalore,3,0,1,No,4,0,1792
110,Masters,2014,New Delhi,3,0,1,No,5,0,743
70,Masters,2017,New Delhi,2,0,0,No,2,0,1645
70,Bachelors,2017,New Delhi,2,0,0,No,4,0,4078
70,Masters,2017,Pune,2,0,0,No,2,0,2074
110,Bachelors,2017,New Delhi,3,0,1,No,5,0,3938
110,Bachelors,2017,Bangalore,2,0,1,No,5,0,879
60,Bachelors,2017,Bangalore,3,0,1,No,1,0,3879
70,Masters,2017,Pune,2,0,0,No,4,0,240
90,Bachelors,2013,Bangalore,3,0,1,No,4,0,324
70,Bachelors,2017,New Delhi,2,0,0,No,1,0,398
35,Masters,2013,New Delhi,2,0,1,Yes,0,1,4070
100,Masters,2014,New Delhi,3,0,1,No,2,0,2734
110,Bachelors,2014,Bangalore,3,0,1,Yes,5,0,1485
90,Bachelors,2014,Bangalore,3,0,1,No,2,0,3069
110,Bachelors,2018,Bangalore,3,0,0,Yes,5,1,1137
55,Bachelors,2015,Pune,2,0,0,No,2,1,1122
110,Bachelors,2014,Bangalore,3,0,0,No,5,0,4225
15,Bachelors,2018,Bangalore,3,0,1,No,4,1,768
110,Bachelors,2013,Bangalore,3,0,0,No,5,0,337
15,Masters,2018,Bangalore,3,0,1,No,4,1,2261
90,Bachelors,2016,Bangalore,3,0,1,No,2,0,2151
55,Bachelors,2015,Pune,2,0,0,No,2,1,2428
45,Bachelors,2012,Bangalore,3,0,0,No,1,1,2215
90,Bachelors,2016,Bangalore,3,0,1,No,3,0,160
110,Bachelors,2015,Pune,3,0,1,No,5,0,3777
110,PHD,2017,Pune,3,0,1,No,1,0,2102
100,Bachelors,2016,Pune,3,0,1,No,3,0,418
55,Bachelors,2012,Pune,2,0,0,No,2,1,2291
90,Bachelors,2016,Bangalore,3,0,1,No,4,0,3861
15,Bachelors,2017,Bangalore,3,0,1,No,0,1,3853
90,Bachelors,2012,Bangalore,3,0,1,No,0,0,3994
100,Bachelors,2015,New Delhi,3,0,1,No,4,0,1656
80,Bachelors,2014,New Delhi,3,0,1,Yes,4,0,2739
90,Bachelors,2013,Bangalore,3,0,1,No,1,0,2381
70,Masters,2017,New Delhi,2,0,1,No,3,0,1763
90,Bachelors,2015,Bangalore,3,0,1,No,4,0,4399
100,Masters,2014,Pune,3,0,1,No,2,0,2565
55,Bachelors,2014,Pune,3,0,0,No,1,1,2820
70,Masters,2017,New Delhi,2,0,1,No,2,0,3655
15,Bachelors,2017,Bangalore,3,0,1,No,2,1,824
45,Bachelors,2014,Bangalore,3,0,1,No,3,1,2807
70,Bachelors,2012,Bangalore,3,0,1,Yes,0,0,3922
110,Bachelors,2015,Pune,2,0,0,No,5,1,3075
55,Bachelors,2015,Pune,2,0,0,No,2,1,1740
90,Bachelors,2012,Bangalore,3,0,1,No,2,0,1486
70,Masters,2017,New Delhi,2,0,1,No,4,0,2110
110,Masters,2018,New Delhi,3,0,0,No,5,1,2357
90,Bachelors,2012,Bangalore,3,0,0,No,4,0,405
100,Masters,2015,New Delhi,3,0,0,No,2,0,1627
110,Bachelors,2013,Bangalore,3,0,1,No,5,0,3559
110,Masters,2015,Pune,1,0,0,No,5,0,551
55,Bachelors,2015,Pune,3,0,0,No,1,1,4093
100,Masters,2013,New Delhi,3,0,0,No,2,0,4428
110,Bachelors,2017,Bangalore,3,0,1,No,5,0,2488
35,Bachelors,2015,Pune,2,0,0,Yes,1,1,2389
90,Bachelors,2014,Bangalore,3,0,0,No,3,0,848
90,Bachelors,2012,Bangalore,3,0,1,No,3,0,299
90,Bachelors,2012,Bangalore,3,0,1,No,1,0,3053
100,Masters,2013,New Delhi,3,1,1,No,0,0,3049
55,Bachelors,2013,Pune,2,0,0,No,1,1,2219
110,Bachelors,2016,New Delhi,3,0,1,No,5,0,1277
110,Bachelors,2012,Bangalore,3,0,1,No,5,0,3518
110,Bachelors,2015,Pune,3,0,1,No,5,1,3688
45,Bachelors,2016,Bangalore,3,0,0,No,2,1,8
55,Bachelors,2015,New Delhi,2,0,0,No,4,1,3474
110,PHD,2017,Pune,3,0,1,No,5,0,4279
70,Masters,2017,New Delhi,2,0,0,No,2,0,4015
110,Bachelors,2014,Bangalore,3,0,1,Yes,5,0,3987
110,Bachelors,2014,Pune,3,0,1,No,5,0,473
70,Bachelors,2017,New Delhi,2,0,1,No,4,0,361
100,Bachelors,2013,Pune,3,0,1,No,4,0,2390
110,Bachelors,2013,Bangalore,1,0,1,No,6,0,3988
110,Masters,2017,New Delhi,3,0,1,No,5,0,2951
40,Bachelors,2017,Bangalore,3,0,1,Yes,2,0,3869
70,Bachelors,2017,New Delhi,2,0,0,No,4,0,2957
110,PHD,2016,New Delhi,3,0,0,No,2,0,1517
110,Masters,2018,Bangalore,3,0,1,Yes,5,1,2741
90,Bachelors,2014,Bangalore,3,0,1,No,2,0,1482
90,Bachelors,2016,Bangalore,3,0,0,No,3,0,1939
100,Bachelors,2014,New Delhi,3,0,0,No,1,0,2190
100,Masters,2015,Pune,3,0,0,No,3,0,789
110,Bachelors,2017,New Delhi,2,0,1,No,5,0,1343
70,Masters,2017,Pune,2,0,1,No,2,0,3733
100,Masters,2012,Pune,2,0,0,No,4,0,591
90,Bachelors,2015,Bangalore,3,0,0,No,0,0,3382
60,Bachelors,2017,Bangalore,3,0,1,No,0,0,2815
110,Masters,2017,Pune,2,0,1,No,5,0,2743
90,Bachelors,2015,Bangalore,3,0,1,No,4,0,3393
55,Bachelors,2014,Pune,2,0,0,No,2,1,2373
100,Masters,2015,Pune,3,0,0,No,4,0,2561
55,Bachelors,2013,New Delhi,2,0,0,No,2,1,722
55,Masters,2013,Pune,2,1,1,No,2,1,3387
110,Bachelors,2018,Bangalore,3,1,1,No,5,1,3542
35,Bachelors,2015,Pune,2,0,0,Yes,3,1,487
55,Masters,2014,New Delhi,3,0,1,No,2,1,740
110,Bachelors,2013,Bangalore,3,0,1,No,5,1,2919
110,Bachelors,2012,Bangalore,3,0,0,No,5,0,1174
90,Bachelors,2015,Bangalore,3,0,1,No,2,0,3763
70,Masters,2017,New Delhi,3,0,1,No,2,0,1036
110,Masters,2017,Pune,2,0,0,No,5,0,212
100,Bachelors,2015,Pune,3,0,1,No,2,0,655
